,Empuje
0,0.0
1,0.0
2,0.009810000000000001
3,0.009810000000000001
4,0.0
5,0.0
6,0.0
7,0.009810000000000001
8,0.0
9,0.009810000000000001
10,0.0
11,0.0
12,0.009810000000000001
13,0.0
14,0.009810000000000001
15,0.009810000000000001
16,0.50031
17,4.91481
18,6.248970000000001
19,9.68247
20,16.98111
21,21.22884
22,21.56238
23,23.632289999999998
24,24.505380000000002
25,25.00569
26,24.49557
27,24.554430000000004
28,24.47595
29,24.466140000000003
30,24.49557
31,24.47595
32,24.49557
33,24.45633
34,24.466140000000003
35,24.45633
36,24.43671
37,24.44652
38,24.45633
39,24.45633
40,24.485760000000003
41,24.485760000000003
42,24.466140000000003
43,24.47595
44,24.466140000000003
45,24.45633
46,24.45633
47,24.466140000000003
48,24.45633
49,24.466140000000003
50,24.47595
51,24.47595
52,24.485760000000003
53,24.466140000000003
54,24.45633
55,24.45633
56,24.43671
57,24.45633
58,24.485760000000003
59,24.485760000000003
60,24.485760000000003
61,24.47595
62,24.485760000000003
63,24.47595
64,24.47595
65,24.47595
66,24.466140000000003
67,24.466140000000003
68,24.466140000000003
69,24.466140000000003
70,24.485760000000003
71,24.47595
72,24.47595
73,24.45633
74,24.45633
75,24.45633
76,24.64272
77,25.02531
78,21.05226
79,8.48565
80,0.60822
81,0.009810000000000001
82,0.0
83,0.0
84,0.0
85,0.009810000000000001
86,0.019620000000000002
87,0.009810000000000001
88,0.02943
89,0.039240000000000004
90,0.009810000000000001
91,0.019620000000000002
92,0.02943
93,0.009810000000000001
94,0.009810000000000001
95,0.0
96,0.009810000000000001
97,0.019620000000000002
98,0.019620000000000002
99,0.019620000000000002
100,0.009810000000000001
101,0.019620000000000002
102,0.02943
103,0.019620000000000002
104,0.019620000000000002
105,0.0
106,0.0
107,0.009810000000000001
108,0.009810000000000001
109,0.009810000000000001
110,0.009810000000000001
111,0.009810000000000001
112,0.009810000000000001
113,0.009810000000000001
114,0.009810000000000001
115,0.009810000000000001
116,0.009810000000000001
117,0.019620000000000002
118,0.02943
119,0.009810000000000001
120,0.009810000000000001
121,0.0
122,0.0
123,0.009810000000000001
124,0.019620000000000002
125,0.019620000000000002
126,0.009810000000000001
127,0.0
128,0.0
129,0.009810000000000001
130,0.019620000000000002
131,0.019620000000000002
132,0.0
133,0.009810000000000001
134,0.009810000000000001
135,0.0
136,0.019620000000000002
137,0.019620000000000002
138,0.0
139,0.009810000000000001
140,0.009810000000000001
141,0.0
142,0.009810000000000001
143,0.019620000000000002
144,0.019620000000000002
145,0.009810000000000001
146,0.019620000000000002
147,0.02943
148,0.019620000000000002
149,0.0
150,0.0
151,0.009810000000000001
152,0.019620000000000002
153,0.009810000000000001
154,0.009810000000000001
155,0.019620000000000002
156,0.009810000000000001
157,0.009810000000000001
158,0.009810000000000001
159,0.0
160,0.0
161,0.0
162,0.0
163,0.009810000000000001
164,0.019620000000000002
165,0.019620000000000002
166,0.019620000000000002
167,0.02943
168,0.019620000000000002
169,0.0
170,0.009810000000000001
171,0.0
172,0.009810000000000001
173,0.009810000000000001
174,0.009810000000000001
175,0.019620000000000002
176,0.039240000000000004
177,0.02943
178,0.009810000000000001
179,0.009810000000000001
180,0.0
181,0.0
182,0.009810000000000001
183,0.0
184,0.0
185,0.0
186,0.019620000000000002
187,0.02943
188,0.019620000000000002
189,0.019620000000000002
190,0.019620000000000002
191,0.019620000000000002
192,0.0
193,0.02943
194,0.02943
195,0.009810000000000001
196,0.0
197,0.0
198,0.0
199,0.019620000000000002
200,0.019620000000000002
201,0.02943
202,0.019620000000000002
203,0.02943
204,0.009810000000000001
205,0.0
206,0.0
207,0.009810000000000001
208,0.019620000000000002
209,0.019620000000000002
210,0.009810000000000001
211,0.02943
212,0.02943
213,0.019620000000000002
214,0.009810000000000001
215,0.009810000000000001
216,0.019620000000000002
217,0.019620000000000002
218,0.019620000000000002
219,0.02943
220,0.009810000000000001
221,0.019620000000000002
222,0.02943
223,0.019620000000000002
224,0.009810000000000001
225,0.019620000000000002
226,0.02943
227,0.019620000000000002
228,0.009810000000000001
229,0.019620000000000002
230,0.009810000000000001
231,0.019620000000000002
232,0.019620000000000002
233,0.009810000000000001
234,0.02943
235,0.02943
236,0.02943
237,0.009810000000000001
238,0.019620000000000002
239,0.019620000000000002
240,0.02943
241,0.009810000000000001
242,0.009810000000000001
243,0.0
244,0.009810000000000001
245,0.019620000000000002
246,0.02943
247,0.0
248,0.0
